customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,num_contacts_in_campaign,num_contacts_prev_campaign,term_deposit_subscribed
30.0,admin.,single,secondary,no,-39.0,no,yes,cellular,18,jul,2.0,0,0
36.0,admin.,single,secondary,no,2202.0,yes,no,unknown,3,jun,3.0,0,0
48.0,technician,married,tertiary,no,266.0,yes,no,cellular,21,nov,1.0,0,0
39.0,blue-collar,married,secondary,no,-2.0,yes,no,unknown,9,jun,1.0,0,0
47.0,housemaid,married,primary,no,3.0,no,no,telephone,9,jul,1.0,0,0
43.0,management,divorced,,no,1784.0,no,yes,cellular,21,nov,1.0,0,0
21.0,services,single,secondary,no,343.0,yes,no,unknown,3,jun,6.0,0,0
37.0,admin.,single,,no,33.0,no,no,cellular,20,apr,3.0,0,0
33.0,technician,married,secondary,no,804.0,no,no,cellular,19,jul,3.0,1,1
38.0,management,divorced,tertiary,no,367.0,yes,no,telephone,22,aug,3.0,0,0
29.0,blue-collar,married,secondary,no,1310.0,yes,no,unknown,19,may,2.0,0,0
35.0,blue-collar,married,secondary,no,753.0,yes,no,unknown,23,may,1.0,0,0
33.0,technician,single,tertiary,no,143.0,yes,yes,cellular,21,jul,3.0,16,0
34.0,management,married,tertiary,no,2528.0,yes,no,unknown,3,jun,7.0,0,0
56.0,management,married,primary,no,2764.0,yes,no,cellular,11,jul,2.0,0,0
50.0,entrepreneur,married,primary,no,431.0,yes,no,cellular,20,apr,5.0,0,0
41.0,management,single,tertiary,no,2405.0,no,no,cellular,29,aug,2.0,0,0
56.0,services,married,secondary,no,1169.0,no,no,unknown,9,jun,1.0,0,0
55.0,self-employed,divorced,secondary,no,3.0,no,no,cellular,29,jul,2.0,0,0
31.0,admin.,single,secondary,no,5.0,yes,no,cellular,15,may,2.0,2,1
39.0,technician,married,secondary,no,87.0,yes,no,cellular,8,aug,3.0,0,0
46.0,blue-collar,married,,no,415.0,no,no,unknown,5,jun,1.0,0,0
38.0,management,married,tertiary,no,2.0,yes,no,cellular,11,may,1.0,0,0
42.0,management,single,tertiary,no,479.0,yes,no,unknown,15,may,2.0,0,0
44.0,services,divorced,secondary,no,863.0,yes,no,unknown,14,may,2.0,0,0
28.0,blue-collar,married,secondary,no,374.0,yes,yes,unknown,6,jun,4.0,0,0
33.0,management,single,tertiary,no,11820.0,no,no,cellular,18,aug,11.0,0,1
52.0,blue-collar,married,secondary,no,16869.0,no,no,cellular,1,jun,2.0,0,0
47.0,technician,divorced,secondary,no,-4.0,no,no,cellular,29,sep,1.0,2,1
47.0,blue-collar,married,primary,no,10.0,no,no,cellular,20,aug,2.0,0,0
46.0,technician,married,secondary,no,1120.0,yes,no,telephone,22,jul,1.0,0,0
28.0,student,single,secondary,no,5297.0,no,no,telephone,12,aug,1.0,0,0
38.0,admin.,married,secondary,no,52.0,yes,yes,cellular,27,apr,1.0,4,0
39.0,blue-collar,married,secondary,no,218.0,yes,yes,cellular,7,jul,5.0,0,0
31.0,admin.,single,secondary,no,2077.0,no,yes,cellular,18,nov,1.0,7,0
39.0,management,single,tertiary,no,430.0,yes,no,unknown,25,jun,2.0,0,0
41.0,management,married,tertiary,no,937.0,no,no,cellular,16,apr,4.0,0,1
51.0,technician,married,secondary,no,897.0,no,yes,cellular,17,nov,1.0,1,0
32.0,management,divorced,tertiary,no,364.0,yes,no,telephone,29,jul,9.0,0,0
33.0,services,single,secondary,no,311.0,yes,no,cellular,12,may,2.0,1,0
31.0,services,married,secondary,no,396.0,no,no,cellular,2,jun,1.0,0,0
46.0,blue-collar,married,secondary,no,637.0,yes,no,cellular,12,mar,1.0,4,1
34.0,management,married,tertiary,no,181.0,no,no,cellular,14,aug,2.0,0,0
43.0,technician,married,secondary,no,80.0,yes,no,unknown,15,may,1.0,0,0
44.0,management,married,tertiary,no,147.0,yes,no,cellular,29,jan,1.0,2,0
33.0,management,married,tertiary,no,423.0,yes,no,cellular,3,feb,5.0,0,0
40.0,blue-collar,married,secondary,no,2048.0,yes,yes,cellular,29,jul,5.0,0,0
60.0,management,married,tertiary,no,5863.0,yes,no,cellular,21,jul,1.0,0,0
27.0,entrepreneur,married,secondary,no,420.0,yes,no,unknown,19,may,2.0,0,0
35.0,blue-collar,divorced,secondary,no,883.0,no,yes,telephone,20,oct,1.0,0,0
33.0,student,single,tertiary,no,879.0,yes,no,cellular,6,feb,1.0,0,0
25.0,blue-collar,married,secondary,no,-42.0,yes,no,cellular,15,may,1.0,3,0
35.0,blue-collar,married,primary,no,-5.0,yes,no,cellular,22,jul,2.0,0,0
37.0,services,married,secondary,no,1783.0,yes,no,unknown,26,may,4.0,0,0
47.0,blue-collar,married,primary,no,884.0,yes,no,cellular,14,may,1.0,2,0
44.0,technician,divorced,secondary,no,1324.0,no,no,cellular,26,aug,2.0,0,0
59.0,retired,married,primary,no,-3.0,no,no,unknown,18,jun,1.0,0,0
45.0,housemaid,divorced,primary,no,540.0,no,no,unknown,11,jun,1.0,0,0
36.0,management,married,secondary,no,334.0,yes,no,cellular,12,may,1.0,1,0
41.0,blue-collar,married,secondary,no,3.0,yes,no,telephone,20,nov,1.0,1,0
48.0,admin.,married,secondary,no,386.0,no,yes,telephone,20,nov,3.0,0,0
41.0,management,married,tertiary,no,4353.0,yes,no,unknown,19,may,1.0,0,0
25.0,entrepreneur,single,secondary,no,69.0,yes,no,cellular,18,may,3.0,0,0
37.0,admin.,married,secondary,no,26231.0,no,no,cellular,2,oct,1.0,0,0
29.0,housemaid,married,primary,no,46.0,yes,no,cellular,12,may,1.0,0,0
40.0,self-employed,married,tertiary,no,3241.0,yes,no,unknown,30,may,1.0,0,0
31.0,management,married,tertiary,no,54.0,yes,no,cellular,21,aug,2.0,0,0
36.0,self-employed,married,tertiary,no,-1.0,no,no,unknown,11,jun,4.0,0,0
34.0,blue-collar,married,primary,no,15837.0,yes,no,cellular,20,apr,5.0,0,0
43.0,management,single,tertiary,no,2908.0,yes,no,unknown,30,may,2.0,0,1
41.0,services,married,tertiary,no,4.0,no,no,cellular,17,apr,2.0,0,0
41.0,management,married,tertiary,no,4332.0,no,no,cellular,6,aug,6.0,0,0
40.0,blue-collar,single,primary,no,-211.0,no,no,unknown,20,jun,1.0,0,0
46.0,entrepreneur,married,secondary,no,-876.0,no,yes,cellular,12,aug,2.0,0,0
72.0,retired,divorced,secondary,no,0.0,no,no,cellular,26,feb,1.0,1,1
57.0,services,divorced,secondary,no,46.0,no,no,unknown,11,jun,1.0,0,0
52.0,retired,divorced,secondary,no,283.0,no,no,unknown,20,jun,12.0,0,0
49.0,management,married,tertiary,no,158.0,no,no,cellular,28,aug,6.0,0,0
31.0,management,married,tertiary,no,3813.0,yes,no,unknown,27,may,5.0,0,0
33.0,management,single,tertiary,no,21.0,yes,no,cellular,20,apr,2.0,3,0
39.0,management,married,tertiary,no,412.0,no,no,cellular,13,apr,1.0,2,1
46.0,blue-collar,married,primary,no,-87.0,no,no,cellular,14,aug,3.0,0,0
44.0,management,divorced,tertiary,no,5.0,yes,no,cellular,21,jul,1.0,0,0
51.0,technician,divorced,secondary,no,1065.0,no,yes,cellular,4,aug,1.0,0,0
40.0,unemployed,married,primary,no,7003.0,yes,no,cellular,28,jul,2.0,3,1
36.0,entrepreneur,married,tertiary,no,268.0,yes,yes,cellular,20,nov,1.0,1,0
38.0,blue-collar,single,primary,no,1530.0,yes,no,unknown,9,jun,1.0,0,0
48.0,admin.,married,secondary,no,-362.0,yes,yes,unknown,28,may,1.0,0,0
56.0,services,married,secondary,no,10.0,no,yes,cellular,20,aug,2.0,0,0
52.0,management,divorced,tertiary,no,5252.0,yes,yes,cellular,20,apr,1.0,19,0
34.0,technician,single,tertiary,no,37.0,no,no,cellular,26,aug,3.0,0,0
37.0,blue-collar,married,primary,no,333.0,yes,no,unknown,8,may,3.0,0,0
26.0,housemaid,married,primary,no,10.0,no,yes,cellular,8,jul,1.0,0,0
41.0,unemployed,married,secondary,no,3.0,no,no,cellular,21,nov,4.0,0,0
42.0,admin.,divorced,secondary,no,1203.0,no,no,cellular,30,jul,2.0,0,0
27.0,student,single,secondary,no,199.0,yes,no,cellular,12,may,1.0,0,0
29.0,management,married,tertiary,no,354.0,yes,no,cellular,13,apr,2.0,5,0
26.0,services,single,secondary,no,1.0,yes,yes,unknown,9,may,1.0,0,0
56.0,management,divorced,tertiary,no,441.0,no,no,unknown,28,may,3.0,0,0
42.0,technician,single,secondary,no,5325.0,no,no,cellular,14,jul,2.0,0,1
29.0,admin.,single,secondary,no,913.0,yes,no,unknown,27,apr,1.0,0,1
51.0,unemployed,divorced,secondary,no,1245.0,no,no,unknown,5,jun,1.0,0,0
39.0,technician,married,secondary,no,510.0,yes,no,unknown,27,may,2.0,0,0
27.0,management,single,secondary,no,2.0,no,no,cellular,4,feb,1.0,0,0
34.0,management,single,tertiary,no,2.0,no,no,cellular,7,jul,1.0,1,0
33.0,blue-collar,married,secondary,no,345.0,yes,no,unknown,20,jun,18.0,0,0
42.0,management,married,tertiary,no,200.0,no,no,unknown,19,may,5.0,0,0
37.0,blue-collar,single,secondary,no,84.0,yes,no,unknown,16,may,4.0,0,0
41.0,management,married,tertiary,no,622.0,no,no,cellular,19,nov,1.0,0,0
46.0,services,married,secondary,no,48.0,yes,yes,cellular,2,feb,1.0,1,0
46.0,technician,married,secondary,no,33.0,yes,yes,cellular,17,nov,2.0,0,0
38.0,blue-collar,married,secondary,no,324.0,no,no,cellular,14,apr,2.0,2,0
56.0,technician,married,primary,no,4439.0,no,no,cellular,8,jul,6.0,0,0
26.0,management,single,tertiary,no,-389.0,yes,no,cellular,18,may,2.0,0,0
45.0,blue-collar,married,secondary,no,82.0,yes,no,cellular,20,apr,3.0,5,0
31.0,management,married,tertiary,no,4.0,yes,no,cellular,9,mar,1.0,1,1
37.0,management,single,tertiary,no,2741.0,yes,no,cellular,8,aug,3.0,0,0
43.0,technician,single,secondary,no,213.0,no,no,cellular,11,aug,2.0,0,0
27.0,services,single,secondary,no,50.0,no,no,cellular,30,jan,1.0,0,0
47.0,management,married,tertiary,no,1434.0,no,no,cellular,14,aug,1.0,0,0
37.0,technician,married,secondary,no,4341.0,no,no,cellular,20,nov,1.0,0,0
45.0,self-employed,divorced,secondary,no,12.0,no,no,cellular,26,jul,4.0,0,1
27.0,management,single,tertiary,no,16.0,no,yes,cellular,22,jul,1.0,0,0
34.0,technician,married,tertiary,no,24.0,no,no,cellular,27,aug,2.0,0,0
30.0,services,married,secondary,no,33.0,yes,yes,unknown,3,jun,1.0,0,0
47.0,services,married,secondary,no,755.0,yes,no,unknown,2,jun,2.0,0,0
35.0,management,married,tertiary,no,94.0,yes,no,cellular,25,may,1.0,4,0
41.0,self-employed,married,tertiary,no,2976.0,yes,no,cellular,19,nov,1.0,1,0
22.0,blue-collar,single,secondary,no,213.0,no,yes,cellular,7,jul,1.0,0,0
27.0,technician,single,secondary,no,-1.0,no,no,cellular,22,aug,5.0,0,0
36.0,blue-collar,married,primary,no,-194.0,yes,no,unknown,26,may,2.0,0,0
46.0,management,married,tertiary,no,1806.0,yes,no,cellular,1,jun,1.0,1,1
29.0,services,single,,no,2375.0,no,no,cellular,17,nov,2.0,0,1
55.0,retired,married,primary,no,-2.0,no,no,cellular,30,jan,4.0,0,0
44.0,management,married,tertiary,no,1331.0,yes,yes,cellular,27,may,2.0,1,0
31.0,housemaid,married,tertiary,no,11.0,yes,no,unknown,2,jun,2.0,0,0
57.0,technician,married,secondary,no,365.0,no,no,cellular,25,jun,6.0,0,0
28.0,technician,single,secondary,no,1326.0,yes,yes,cellular,14,may,1.0,0,0
29.0,blue-collar,single,secondary,no,1886.0,no,no,cellular,7,may,2.0,0,0
39.0,blue-collar,single,secondary,no,1103.0,yes,no,unknown,16,may,1.0,0,0
22.0,blue-collar,married,primary,no,-217.0,no,no,unknown,13,may,2.0,0,0
38.0,self-employed,married,secondary,no,177.0,no,no,cellular,18,aug,4.0,0,0
41.0,admin.,divorced,secondary,no,-606.0,yes,no,cellular,8,may,2.0,2,0
48.0,management,married,tertiary,yes,-25.0,no,no,cellular,18,nov,3.0,0,0
48.0,technician,married,secondary,no,282.0,yes,no,cellular,10,jul,1.0,0,0
35.0,management,married,tertiary,no,148.0,no,no,unknown,20,may,1.0,0,0
31.0,technician,single,tertiary,no,34.0,no,no,cellular,20,aug,8.0,0,0
36.0,entrepreneur,married,tertiary,no,4575.0,yes,no,cellular,7,may,1.0,0,0
33.0,services,married,secondary,no,2084.0,yes,no,cellular,4,may,3.0,2,0
34.0,entrepreneur,married,tertiary,no,755.0,no,no,cellular,7,aug,4.0,0,0
45.0,blue-collar,married,secondary,no,421.0,yes,yes,cellular,5,feb,2.0,2,0
29.0,blue-collar,single,secondary,no,3663.0,no,no,telephone,28,jan,1.0,0,0
54.0,services,married,secondary,no,147.0,no,no,cellular,6,aug,2.0,0,0
26.0,services,divorced,secondary,no,330.0,yes,no,unknown,12,may,2.0,0,0
42.0,technician,married,secondary,no,8940.0,yes,no,unknown,3,jun,18.0,0,0
58.0,housemaid,married,secondary,no,4.0,no,no,cellular,22,aug,2.0,0,0
47.0,entrepreneur,single,secondary,no,310.0,no,no,unknown,11,feb,1.0,0,1
56.0,self-employed,married,primary,no,2.0,no,no,cellular,8,aug,2.0,0,0
54.0,blue-collar,married,secondary,no,987.0,yes,yes,unknown,23,may,4.0,0,0
53.0,blue-collar,married,secondary,yes,18.0,yes,no,cellular,8,may,1.0,0,0
36.0,management,married,tertiary,no,763.0,no,no,cellular,2,feb,1.0,0,0
50.0,technician,married,secondary,no,5.0,no,no,unknown,9,jun,6.0,0,0
57.0,services,married,secondary,no,86.0,no,no,cellular,27,aug,11.0,0,0
33.0,admin.,single,secondary,no,612.0,yes,no,cellular,2,feb,1.0,0,0
40.0,technician,married,tertiary,no,1491.0,yes,yes,cellular,13,aug,1.0,0,0
51.0,unemployed,married,secondary,no,4.0,no,no,unknown,16,jun,7.0,0,0
39.0,student,married,,no,1.0,no,no,unknown,18,jun,1.0,0,0
73.0,retired,married,primary,no,-5.0,no,no,cellular,28,jun,6.0,6,0
40.0,management,married,primary,no,-421.0,yes,no,unknown,8,may,3.0,0,0
51.0,management,married,tertiary,no,3738.0,yes,no,unknown,19,jun,4.0,0,0
26.0,management,single,tertiary,no,4695.0,no,no,cellular,15,jun,1.0,0,0
56.0,management,divorced,secondary,no,321.0,no,yes,cellular,17,nov,2.0,0,0
39.0,admin.,married,secondary,no,3126.0,yes,no,cellular,30,dec,3.0,2,0
54.0,management,married,tertiary,no,313.0,yes,no,unknown,5,may,2.0,0,0
59.0,retired,divorced,secondary,no,1490.0,no,no,cellular,23,jul,3.0,0,0
31.0,technician,single,tertiary,no,1638.0,yes,no,cellular,27,feb,1.0,0,1
39.0,housemaid,married,tertiary,no,37.0,yes,no,unknown,15,may,7.0,0,0
59.0,retired,married,primary,no,1984.0,no,no,telephone,14,jul,4.0,0,0
44.0,blue-collar,married,secondary,no,81.0,yes,no,unknown,12,may,2.0,0,0
28.0,unemployed,married,secondary,no,288.0,yes,no,cellular,6,may,2.0,2,0
27.0,admin.,married,secondary,yes,-943.0,yes,no,unknown,3,jun,1.0,0,0
29.0,management,single,tertiary,no,4512.0,yes,no,unknown,12,may,3.0,0,0
24.0,services,married,secondary,no,1.0,yes,no,cellular,31,jul,28.0,0,0
43.0,admin.,married,primary,no,19.0,yes,no,unknown,13,may,2.0,0,0
45.0,blue-collar,married,primary,no,2957.0,yes,no,cellular,16,apr,1.0,2,0
35.0,blue-collar,married,primary,no,-285.0,yes,no,unknown,19,may,1.0,0,0
42.0,admin.,married,secondary,no,283.0,yes,no,unknown,15,may,1.0,0,0
53.0,housemaid,married,primary,no,2151.0,no,no,unknown,19,jun,2.0,0,1
32.0,admin.,married,tertiary,no,943.0,yes,no,cellular,8,jun,1.0,0,0
40.0,management,single,tertiary,no,758.0,no,no,cellular,22,feb,1.0,1,1
36.0,management,married,tertiary,no,1803.0,no,no,cellular,20,oct,1.0,1,0
38.0,student,divorced,tertiary,no,2946.0,no,no,cellular,16,jun,3.0,0,1
38.0,management,married,tertiary,no,1114.0,no,no,cellular,2,mar,1.0,1,1
22.0,technician,single,secondary,no,-76.0,yes,yes,unknown,3,jun,1.0,0,0
41.0,management,divorced,tertiary,no,41.0,yes,no,unknown,16,may,1.0,0,0
31.0,technician,single,tertiary,no,3823.0,no,no,cellular,20,nov,1.0,0,0
21.0,blue-collar,single,secondary,no,618.0,yes,no,unknown,13,may,3.0,0,0
48.0,technician,married,secondary,no,467.0,yes,no,unknown,13,may,5.0,0,0
33.0,management,single,tertiary,no,3004.0,yes,no,cellular,15,may,3.0,0,0
32.0,blue-collar,married,secondary,no,53.0,no,no,unknown,16,may,2.0,0,0
23.0,technician,single,secondary,no,1868.0,no,no,cellular,2,aug,3.0,2,0
43.0,blue-collar,married,primary,no,2124.0,yes,no,unknown,19,may,4.0,0,0
52.0,self-employed,married,tertiary,no,5351.0,yes,yes,cellular,31,jul,4.0,0,1
23.0,management,single,tertiary,no,-4.0,no,no,unknown,21,sep,1.0,0,0
40.0,blue-collar,married,secondary,no,1343.0,yes,yes,cellular,25,jul,2.0,0,0
48.0,blue-collar,married,secondary,no,387.0,no,no,telephone,17,jul,2.0,0,0
51.0,blue-collar,married,primary,no,1901.0,no,no,cellular,21,aug,1.0,0,0
52.0,entrepreneur,divorced,tertiary,no,78.0,yes,no,cellular,6,may,5.0,3,0
31.0,management,single,tertiary,no,-3.0,no,no,cellular,28,aug,10.0,0,0
48.0,self-employed,married,tertiary,no,1502.0,no,no,cellular,27,aug,12.0,0,0
63.0,blue-collar,married,secondary,no,272.0,no,no,cellular,29,oct,1.0,1,0
60.0,retired,married,primary,no,1717.0,no,no,cellular,12,nov,1.0,5,0
40.0,admin.,divorced,secondary,no,934.0,no,no,cellular,30,jan,1.0,0,1
32.0,services,married,secondary,no,672.0,yes,no,unknown,21,may,1.0,0,0
44.0,unemployed,married,secondary,no,-1.0,yes,no,unknown,6,may,1.0,0,0
35.0,services,married,secondary,no,1543.0,yes,no,cellular,22,may,1.0,6,1
45.0,technician,single,primary,no,232.0,yes,no,cellular,25,jul,1.0,0,0
54.0,admin.,married,secondary,no,9332.0,no,no,cellular,22,jun,1.0,1,0
39.0,student,married,secondary,no,1313.0,no,no,unknown,20,jun,4.0,0,0
54.0,housemaid,divorced,tertiary,no,6916.0,yes,no,unknown,6,may,3.0,0,0
36.0,unemployed,single,secondary,no,1923.0,yes,no,unknown,26,may,2.0,0,0
28.0,blue-collar,married,,no,132.0,yes,no,unknown,23,may,6.0,0,0
48.0,technician,married,secondary,no,-58.0,yes,yes,cellular,11,may,1.0,2,0
47.0,technician,married,secondary,no,-851.0,yes,yes,unknown,27,may,1.0,0,0
31.0,management,single,tertiary,no,2300.0,yes,no,cellular,13,aug,2.0,0,0
38.0,services,divorced,tertiary,no,57.0,yes,no,cellular,28,jul,13.0,0,0
41.0,technician,married,secondary,no,60.0,yes,yes,cellular,29,jan,1.0,1,0
46.0,blue-collar,married,primary,no,750.0,yes,no,unknown,8,may,2.0,0,0
69.0,retired,divorced,tertiary,no,403.0,no,no,cellular,12,jul,3.0,0,0
59.0,management,married,tertiary,no,284.0,yes,no,cellular,20,apr,2.0,8,0
57.0,technician,married,secondary,no,7558.0,no,no,telephone,28,oct,1.0,0,1
35.0,admin.,married,primary,no,1483.0,no,no,unknown,9,jun,2.0,0,0
36.0,self-employed,married,tertiary,no,1508.0,yes,no,unknown,3,jun,2.0,0,0
30.0,technician,single,secondary,no,1391.0,yes,no,unknown,26,may,1.0,0,0
29.0,technician,married,secondary,no,5560.0,yes,yes,cellular,20,nov,3.0,0,0
25.0,technician,single,secondary,no,244.0,yes,yes,cellular,15,may,1.0,0,0
28.0,management,single,secondary,no,473.0,yes,yes,unknown,19,may,2.0,0,0
51.0,management,married,tertiary,no,352.0,no,no,cellular,7,aug,2.0,0,0
42.0,management,married,secondary,no,441.0,yes,no,telephone,8,may,3.0,1,0
44.0,admin.,married,secondary,no,259.0,yes,no,unknown,15,may,11.0,0,0
26.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,15,may,1.0,0,0
47.0,housemaid,divorced,secondary,no,1364.0,no,no,cellular,19,aug,3.0,0,0
30.0,management,single,secondary,no,2959.0,yes,no,cellular,18,may,2.0,0,0
39.0,services,married,secondary,no,4396.0,no,no,cellular,18,nov,2.0,2,0
48.0,blue-collar,married,primary,no,2353.0,no,yes,telephone,14,jul,2.0,0,0
33.0,management,single,tertiary,no,-1.0,yes,no,cellular,7,may,1.0,2,0
56.0,self-employed,married,secondary,no,1406.0,yes,no,unknown,30,may,1.0,0,0
43.0,blue-collar,married,primary,no,108.0,yes,yes,unknown,15,may,4.0,0,0
43.0,technician,married,secondary,no,734.0,no,no,unknown,20,jun,3.0,0,0
38.0,management,single,tertiary,no,-51.0,yes,no,cellular,12,may,2.0,1,0
46.0,housemaid,married,primary,no,940.0,no,no,unknown,16,jun,3.0,0,0
32.0,management,single,secondary,no,126.0,yes,yes,cellular,23,jul,2.0,0,1
56.0,management,married,tertiary,no,907.0,yes,no,cellular,30,jan,1.0,0,0
56.0,blue-collar,married,secondary,no,384.0,no,no,cellular,11,nov,4.0,0,0
58.0,retired,divorced,secondary,no,66.0,no,no,cellular,18,nov,1.0,0,0
36.0,services,married,secondary,no,78.0,yes,no,unknown,27,may,1.0,0,0
37.0,blue-collar,married,secondary,no,-192.0,yes,no,unknown,13,may,1.0,0,0
50.0,self-employed,married,tertiary,no,1905.0,yes,no,unknown,2,jun,3.0,0,0
34.0,self-employed,married,tertiary,no,1620.0,yes,no,cellular,20,nov,2.0,0,0
36.0,services,married,secondary,no,2212.0,no,no,unknown,8,may,1.0,0,0
60.0,retired,married,secondary,no,571.0,no,no,cellular,4,feb,5.0,1,1
88.0,retired,married,primary,no,5235.0,no,no,telephone,1,apr,2.0,0,1
43.0,services,divorced,secondary,no,376.0,yes,yes,cellular,4,feb,2.0,2,0
48.0,management,married,secondary,no,-1855.0,yes,yes,cellular,12,aug,2.0,0,0
31.0,blue-collar,married,secondary,no,-210.0,yes,no,cellular,29,jul,5.0,0,0
33.0,admin.,married,secondary,no,333.0,no,no,cellular,9,jul,2.0,0,0
51.0,services,married,primary,no,315.0,no,yes,cellular,17,jul,2.0,0,0
28.0,blue-collar,married,primary,no,-65.0,yes,no,cellular,25,jul,2.0,0,0
41.0,blue-collar,married,primary,no,2583.0,no,no,telephone,20,nov,2.0,0,0
40.0,blue-collar,married,primary,no,188.0,yes,no,telephone,14,may,3.0,1,0
32.0,admin.,married,secondary,no,98.0,yes,no,unknown,19,may,1.0,0,1
22.0,blue-collar,single,secondary,no,147.0,yes,no,unknown,5,jun,2.0,0,0
30.0,technician,single,,no,-52.0,yes,no,unknown,6,may,2.0,0,0
49.0,blue-collar,married,primary,no,3027.0,yes,no,cellular,12,may,2.0,3,0
55.0,admin.,married,primary,no,-2.0,no,no,cellular,30,jul,2.0,0,0
36.0,entrepreneur,married,tertiary,no,354.0,yes,no,unknown,16,may,1.0,0,0
24.0,blue-collar,married,primary,no,-88.0,yes,no,unknown,11,jun,17.0,0,0
52.0,technician,married,,no,985.0,no,no,cellular,5,aug,1.0,0,0
40.0,technician,married,secondary,no,312.0,yes,no,unknown,6,may,2.0,0,0
73.0,retired,divorced,primary,no,803.0,no,no,cellular,9,sep,5.0,0,1
45.0,management,single,secondary,no,5991.0,no,no,cellular,2,jun,1.0,0,0
47.0,admin.,single,primary,no,1814.0,no,no,telephone,31,jul,7.0,0,0
47.0,technician,divorced,secondary,no,1307.0,yes,no,cellular,19,nov,1.0,2,0
37.0,technician,married,secondary,no,1264.0,yes,no,cellular,17,nov,1.0,1,0
29.0,technician,single,tertiary,no,48.0,yes,no,cellular,23,jul,1.0,0,0
